"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'5dcbd67cf41ac","AG Twin Brook BDC, Inc.","99.92","99.13","0","First Lien Senior Secured","0","0","99.39","98.54","0","First Lien Senior Secured","0","0","98.82","97.95","0","First Lien Senior Secured","0","0"
"'600122fc8973f","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0","","","0","First Lien Senior Secured","0","0"
"'5fffee5ad0151","Goldman Sachs BDC, Inc.","102.56","98.5","0","First Lien Senior Secured","0","-9","102.81","98.5","0","First Lien Senior Secured","0","-9","100.02","98.5","0","First Lien Senior Secured","0","-9"
"'60424713e8b6e","First Eagle Alternative Capital BDC, Inc.","","","0","","0","","50.42","49.385","0","First Lien Senior Secured","0","0","","","0","","0",""
"'5f3a41e8373a0","NMF SLF I, Inc.","","","0","","0","","112.36","99.64","0","First Lien Senior Secured","1","-11","111.61","98.23","0","First Lien Senior Secured","1","-11"
"'5af178c1aafad","Golub Capital BDC 3, Inc.","100.64","100","0","First Lien Senior Secured","0","-18","100.72","100","0","First Lien Senior Secured","0","-18","100.8","100","0","First Lien Senior Secured","0","-18"
"'6041e1ea3cf9b","Trinity Capital Inc","100.65","100.82","0","First Lien Senior Secured","0","-16","100","98.69","0","First Lien Senior Secured","0","-16","","","0","","0",""
"'608b9b8a2f0ca","BlackRock Direct Lending Corp","99.995","98","0","First Lien Senior Secured","1","18","","","0","","0","","","","0","","0",""
"'6007be608bcfd","Owl Rock Technology Finance Corp.","100.92","99.75","0","First Lien Senior Secured","0","8","100.7","99.5","0","First Lien Senior Secured","0","8","100.23","99","0","First Lien Senior Secured","0","8"
"'5e7075acc6b33","Venture Lending & Leasing VIII, Inc","100","95.95","0","First Lien Senior Secured","0","-30","100","95.5","0","First Lien Senior Secured","0","-30","100","95.06","0","First Lien Senior Secured","0","-30"
"'5c9486188dce7","FS Energy and Power Fund","99.17","99.01","0","Second Lien Senior Secured","0","-21","98.63","98.455","0","Second Lien Senior Secured","0","-21","99.715","99.53","0","Second Lien Senior Secured","0","-21"
"'5f33ba5de1a04","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'591aecf2359af","Newtek Business Services Corp.","114.86","114.86","0","First Lien Senior Secured","0","194","115.05","115.05","0","First Lien Senior Secured","0","194","115.76","115.76","0","First Lien Senior Secured","0","194"
"'59157891da9aa","Oaktree Specialty Lending Corp","102.81","99.75","0","First Lien Senior Secured","0","-50","100.12","99.9","0","First Lien Senior Secured","0","-50","99.68","99.3","0","First Lien Senior Secured","0","-50"
"'604b0ff136cad","AG Twin Brook BDC, Inc.","100.3","98.34","0","First Lien Senior Secured","0","3","100","97.95","0","First Lien Senior Secured","0","3","","","0","","0",""
"'5b6d4ed355db6","FS KKR Capital Corp.","105.84","106.11","0","First Lien Senior Secured","0","8","106.09","106.36","0","First Lien Senior Secured","0","8","105.75","105.75","0","First Lien Senior Secured","0","8"
"'5f33ca1dcf079","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'609a57af7d3d6","Golub Capital BDC, Inc","100","99.75","0","First Lien Senior Secured","1","30","","","0","","0","","","","0","","0",""
"'5f33cfab80b8a","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'59199bdd33b30","Apollo Investment Corporation","99.38","98.8","0","Second Lien Senior Secured","0","5","99.38","98.77","0","Second Lien Senior Secured","0","5","99.35","98.71","0","Second Lien Senior Secured","0","5"
"'5c78d457dcac6","Fidus Investment Corporation","","","0","","0","","101.75","101.29","0","First Lien Senior Secured","0","-22","100.48","100","0","First Lien Senior Secured","0","-22"
"'609cbff6640bb","AG Twin Brook BDC, Inc.","100","98.52","0","First Lien Senior Secured","0","6","","","0","","0","","","","0","","0",""
"'5ebe4a03bd74d","Guggenheim Credit Income Fund","91.73","90.01","0","First Lien Senior Secured","0","5","91.79","90.01","0","First Lien Senior Secured","0","5","91.84","90.01","0","First Lien Senior Secured","0","5"
"'5915a588bdb91","Newtek Business Services Corp.","117.56","117.56","0","First Lien Senior Secured","0","185","117.75","117.75","0","First Lien Senior Secured","0","185","118.48","118.48","0","First Lien Senior Secured","0","185"
"'60360071d5fa7","Owl Rock Core Income Corp.","100.49","99.03","0","First Lien Senior Secured","0","15","100","98.54","0","First Lien Senior Secured","0","15","","","0","","0",""
"'60127ddcd50d6","TriplePoint Venture Growth BDC Corp.","","","0","","0","","","","0","","0","","70.046666666667","70.046666666667","1","First Lien Senior Secured","1","-58"
"'5dcbb002e1979","Business Development Corporation of America","100.31","99.66","0","First Lien Senior Secured","1","11","100.1","99.42","0","First Lien Senior Secured","1","11","97.64","96.95","0","First Lien Senior Secured","1","11"
"'5a7c195e31e13","Prospect Capital Corporation","63.14","53.78","0","Other","1","73","63.92","55.02","0","Other","1","73","63.14","52.88","0","Other","1","73"
"'591585d785b6a","Steele Creek Capital Corporation","","","0","","0","","100","98.09","0","First Lien Senior Secured","0","1","","","0","","0",""
"'591addd009fbd","Blackrock TCP Capital Corp.","100.26","100","0","First Lien Senior Secured","0","-44","100.37","100","0","First Lien Senior Secured","0","-44","100.46","100","0","First Lien Senior Secured","0","-44"
"'5ad716235a230","Blackstone Private Credit Fund","99.65","100.05","0","First Lien Senior Secured","0","-14","","","0","","0","","","","0","","0",""
"'5ff4274002009","Owl Rock Capital Corporation II","98.1","97.5","0","First Lien Senior Secured","0","-17","97.64","97","0","First Lien Senior Secured","0","-17","96.68","96.01","0","First Lien Senior Secured","0","-17"
"'5ec3901118d83","Palmer Square Capital BDC Inc","103.92","99.96","0","First Lien Senior Secured","0","16.5","104.64","100.5","0","First Lien Senior Secured","0","16.5","105.47","99.04","0","First Lien Senior Secured","0","17"
"'5e7073ae4d24e","Venture Lending & Leasing VIII, Inc","100","95.59","0","First Lien Senior Secured","0","-19.5","100","94.94","0","First Lien Senior Secured","0","-19.5","100","91.8","0","First Lien Senior Secured","0","-24"
"'5ff2d4220d608","Crescent Capital BDC, Inc","101.28","100","0","First Lien Senior Secured","0","-12","101.36","100","0","First Lien Senior Secured","0","-12","99.65","98.25","0","First Lien Senior Secured","0","-12"
"'6093a92cb4912","Bain Capital Specialty Finance, Inc","","","0","First Lien Senior Secured","1","5","","","0","","0","","","","0","","0",""
"'602275b44b3f6","Golub Capital BDC 3, Inc.","100.94","100","0","First Lien Senior Secured","0","14","99.97","99","0","First Lien Senior Secured","0","14","","","0","","0",""
"'5af55f84b8917","Newtek Business Services Corp.","106.735","106.735","0","First Lien Senior Secured","0","120","106.855","106.855","0","First Lien Senior Secured","0","120","106.53","106.53","0","First Lien Senior Secured","0","120"
"'5e61e8bced947","BC Partners Lending Corporation","101.65","100.13","0","First Lien Senior Secured","0","-9","98.32","96.75","0","First Lien Senior Secured","0","-9","94.72","93.13","0","First Lien Senior Secured","0","-9"
"'5f33eb76b286a","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5ffeba373bb8a","AB Private Credit Investors Corporation","92.81","91.75","0","First Lien Senior Secured","0","-13","92.88","91.75","0","First Lien Senior Secured","0","-13","92.96","91.75","0","First Lien Senior Secured","0","-13"
"'591ade7f5df06","Newtek Business Services Corp.","116.83","116.83","0","First Lien Senior Secured","0","161","117.05","117.05","0","First Lien Senior Secured","0","161","117.49","117.49","0","First Lien Senior Secured","0","161"
"'5c9105c209d6c","Newtek Business Services Corp.","103.31","103.31","0","First Lien Senior Secured","0","219","103.44","103.44","0","First Lien Senior Secured","0","219","102.7","102.7","0","First Lien Senior Secured","0","219"
"'603f5a16355ad","Monroe Capital Corporation","99.17","79.33","0","First Lien Senior Secured","1","-9","100","56.67","0","First Lien Senior Secured","1","-9","","","0","","0",""
"'5919a3ba18be7","FS KKR Capital Corp.","20.72","18.25","1","First Lien Senior Secured","0","-44","20.27","18.29","1","First Lien Senior Secured","0","-44","26.32","25","1","First Lien Senior Secured","0","-44"
"'60012caf7a122","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","-10","","","0","First Lien Senior Secured","0","-10","","","0","First Lien Senior Secured","0","-10"
"'5e4424d3ca058","Ares Capital Corporation","90.91","90.91","0","First Lien Senior Secured","0","-8","89.61","89.61","0","First Lien Senior Secured","0","-8","91.5","91.5","0","First Lien Senior Secured","0","-8"
"'5919a4e571304","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-32","","103.33","0","First Lien Senior Secured","0","-32","","100","0","First Lien Senior Secured","0","-32"
"'5ff838ca9f0e3","Golub Capital BDC 3, Inc.","100.36666666667","100","0","First Lien Senior Secured","0","-16","100.39","100","0","First Lien Senior Secured","0","-16","100.38666666667","100","0","First Lien Senior Secured","0","-16"
"'6058424540f71","Audax Credit BDC Inc.","100.43","99.25","0","First Lien Senior Secured","0","25","100.51","99.25","0","First Lien Senior Secured","0","25","","","0","","0",""
"'604247e3c0a68","First Eagle Alternative Capital BDC, Inc.","101.4","97.475","0","First Lien Senior Secured","0","15","101.585","97.54","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5cd02d00b544d","Newtek Business Services Corp.","","96.3","0","First Lien Senior Secured","0","42","","96.39","0","First Lien Senior Secured","0","42","","94.12","0","First Lien Senior Secured","0","42"
"'5a813fc549d72","Palmer Square Capital BDC Inc","","","0","","0","","","","0","","0","","102.7","98.835","0","First Lien Senior Secured","1","-31"
"'608b9cc6ac35c","Blackrock TCP Capital Corp.","49.995","48.85","0","First Lien Senior Secured","0","17","","","0","","0","","","","0","","0",""
"'606338a52470b","Newtek Business Services Corp.","90.02","90.02","0","First Lien Senior Secured","0","63","90.07","90.07","0","First Lien Senior Secured","0","63","","","0","","0",""
"'6050b7e61bd27","WhiteHorse Finance, Inc.","101.42","99.07","0","First Lien Senior Secured","0","0","100","97.56","0","First Lien Senior Secured","0","0","","","0","","0",""
"'5a0970966c095","Stellus Capital Investment Corp","100.89","100","0","First Lien Senior Secured","1","-23","101.04","100","0","First Lien Senior Secured","1","-23","100.68","99.5","0","First Lien Senior Secured","1","-23"
"'5dcd0a21124bc","Venture Lending & Leasing IX, Inc.","100","95.93","0","First Lien Senior Secured","0","-27.5","100","95.525","0","First Lien Senior Secured","0","-27.5","100","95.13","0","First Lien Senior Secured","0","-27.5"
"'60642a83c20e5","AB Private Credit Investors Corporation","99.73","96.05","0","First Lien Senior Secured","0","-8","100","99","0","First Lien Senior Secured","0","-8","","","0","","0",""
"'5aeff7af85811","OFS Capital Corporation","97.99","96.14","0","First Lien Senior Secured","0","-29","98.27","97.17","0","First Lien Senior Secured","0","-29","96.32","95.39","0","First Lien Senior Secured","0","-29"
"'5a0462965c400","Newtek Business Services Corp.","104.44","104.44","0","First Lien Senior Secured","0","24","100.23","100.23","0","First Lien Senior Secured","0","30","98.885","98.885","0","First Lien Senior Secured","0","30"
"'5be91594bcbbc","NexPoint Capital, Inc.","97.63","97.25","0","First Lien Senior Secured","1","5","97.27","96.87","0","First Lien Senior Secured","1","5","93.23","92.83","0","First Lien Senior Secured","1","5"
"'5994298990119","Guggenheim Credit Income Fund","106.41","97.99","0","First Lien Senior Secured","0","-12","104.64","95.92","0","First Lien Senior Secured","0","-12","94.16","85.92","0","First Lien Senior Secured","0","-12"
"'591ae6692e63c","Newtek Business Services Corp.","18.6","18.6","1","First Lien Senior Secured","0","-18","18.82","18.82","1","First Lien Senior Secured","0","-18","19.52","19.53","1","First Lien Senior Secured","0","-18"
"'5a9669e30f5cc","Blackrock TCP Capital Corp.","104.08","100","0","First Lien Senior Secured","0","-32","91.14","87.5","0","First Lien Senior Secured","0","-32","87.99","87.5","0","First Lien Senior Secured","0","-32"
"'5ff4289a0a3a0","Oaktree Specialty Lending Corp","","","0","First Lien Senior Secured","0","-6","","","0","First Lien Senior Secured","0","-6","","","0","First Lien Senior Secured","0","-6"
"'5ff428ab97797","Oaktree Strategic Income Corp","","","0","","0","","92.88","91.62","0","First Lien Senior Secured","0","-6","93.56","92.2","0","First Lien Senior Secured","0","-6"
"'60361ed279132","Business Development Corporation of America","101.46","100","0","Second Lien Senior Secured","0","38","100","98.51","0","Second Lien Senior Secured","0","38","","","0","","0",""
"'5992bb4ad9483","Bain Capital Specialty Finance, Inc","99.78","98.25","0","Second Lien Senior Secured","0","-10","99.9","98.25","0","Second Lien Senior Secured","0","-10","98.96","97.24","0","Second Lien Senior Secured","0","-10"
"'60012592e30e8","Crescent Capital BDC, Inc","99.82","97.73","0","First Lien Senior Secured","0","5","99.46","97.21","0","First Lien Senior Secured","0","5","101.52","99.13","0","First Lien Senior Secured","0","5"
"'591adcf6078bb","Newtek Business Services Corp.","105.745","105.745","0","First Lien Senior Secured","0","23.5","106.045","106.045","0","First Lien Senior Secured","0","23.5","105.48","105.48","0","First Lien Senior Secured","0","23.5"
"'608b9bc36e5bf","BlackRock Capital Investment Corporation","","","0","First Lien Senior Secured","1","18","","","0","","0","","","","0","","0",""
"'5914454c0a0af","Owl Rock Capital Corporation","100.59","100","0","First Lien Senior Secured","0","-37","100.45","99.75","0","First Lien Senior Secured","0","-37","100.3","99.5","0","First Lien Senior Secured","0","-37"
"'5a046522e86ae","Newtek Business Services Corp.","99.42","99.42","0","First Lien Senior Secured","0","28","93.66","93.66","0","First Lien Senior Secured","0","28","91.145","91.145","0","First Lien Senior Secured","0","28"
"'6093916e57345","Owl Rock Capital Corporation","99.97","97.5","0","First Lien Senior Secured","0","29","","","0","","0","","","","0","","0",""
"'593fab2faf192","Prospect Capital Corporation","100.83","100","0","First Lien Senior Secured","0","-3","99.36","98.5","0","First Lien Senior Secured","0","-3","96.8","95.93","0","First Lien Senior Secured","0","-3"
"'5ebe8411d81fc","Trinity Capital Inc","","","0","","0","","","","0","","0","","98.4225","109.555","0","First Lien Senior Secured","0","-38"
"'609e89aa184d2","Newtek Business Services Corp.","107.53","107.53","0","First Lien Senior Secured","0","245","","","0","","0","","","","0","","0",""
"'5e4284e32f05e","Business Development Corporation of America","","","0","","0","","98.91","93.29","0","First Lien Senior Secured","0","-36","98.53","92.08","0","First Lien Senior Secured","0","-36"
"'59156dec23879","Apollo Investment Corporation","95.87","95.24","0","Second Lien Senior Secured","0","9","95.33","94.67","0","Second Lien Senior Secured","0","9","95.57","94.88","0","Second Lien Senior Secured","0","9"
"'591452781fa17","Barings BDC, Inc.","90.86","82.57","0","First Lien Senior Secured","0","-24","83.46","75.18","0","First Lien Senior Secured","0","-24","78.69","70.25","0","First Lien Senior Secured","0","-24"
"'5ffd5dda75647","Bain Capital Specialty Finance, Inc","101.84","101.005","0","First Lien Senior Secured","0","-7","100.855","100","0","First Lien Senior Secured","0","-7","100.73","100","0","First Lien Senior Secured","0","-7"
"'5fffe72d9a396","Goldman Sachs Private Middle Market Credit II LLC","","","0","","0","","100.32","99.56","0","First Lien Senior Secured","0","-9","96.785","96","0","First Lien Senior Secured","0","-9"
"'60584d2b01e35","Morgan Stanley Direct Lending Fund","","","0","First Lien Senior Secured","0","-15","","","0","First Lien Senior Secured","0","-15","","","0","","0",""
"'5ff41f42c5dd3","Oaktree Specialty Lending Corp","96.47","96.48","0","First Lien Senior Secured","0","-22","93.4","93.4","0","First Lien Senior Secured","0","-22","89.46","89.46","0","First Lien Senior Secured","0","-22"
"'5914541681e12","FS Energy and Power Fund","37.19","37.33","1","Subordinated","0","-80","35.69","35.83","1","Subordinated","0","-80","35.33","35.33","1","Subordinated","0","-80"
"'5ff6f0450466b","Goldman Sachs Private Middle Market Credit LLC","","1","0","First Lien Senior Secured","0","0","","","0","","0","","","","0","","0",""
"'5991862f75364","Blackstone Private Credit Fund","99.81","100.32","0","First Lien Senior Secured","1","0","","","0","","0","","","","0","","0",""
"'5e61e80a152c6","BC Partners Lending Corporation","101.83","99.79","0","First Lien Senior Secured","0","13","100.21","94.83","0","First Lien Senior Secured","0","13","99.45","93.94","0","First Lien Senior Secured","0","13"
"'5aec17a236fc5","Hercules Capital, Inc.","101.295","100","0","First Lien Senior Secured","0","-27","100.86","99.405","0","First Lien Senior Secured","0","-29","99.925","98.325","0","First Lien Senior Secured","0","-27"
"'5f33d74100a07","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-37","","100","0","First Lien Senior Secured","0","-38"
"'5e6b9972cc08e","AG Twin Brook BDC, Inc.","97.19","95.74","0","First Lien Senior Secured","0","-8","97.98","96.38","0","First Lien Senior Secured","0","-8","97.84","96.17","0","First Lien Senior Secured","0","-8"
"'60360071d5fa7","TCG BDC II, Inc.","101.1","98.39","0","First Lien Senior Secured","0","15","99.98","97.21","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5dcc0683322e5","Newtek Business Services Corp.","106.98","106.98","0","First Lien Senior Secured","0","226","100.75","100.76","0","First Lien Senior Secured","0","226","99.62","99.62","0","First Lien Senior Secured","0","226"
"'59899321898c2","FS KKR Capital Corp. II","88.09","86.05","0","First Lien Senior Secured","0","-12","","","0","","0","","","","0","","0",""
"'5f362f3b5245c","Guggenheim Credit Income Fund","49.4","87.53","0","Second Lien Senior Secured","0","-11","47.59","87.93","0","Second Lien Senior Secured","0","-11","47.15","91.04","0","Second Lien Senior Secured","0","-11"
"'5915a1bfec6eb","Blackstone Secured Lending Fund","","","0","","0","","","","0","","0","","100.75","96.59","0","First Lien Senior Secured","0","-45"
"'608992424c2f7","Ares Capital Corporation","100","100","0","First Lien Senior Secured","0","18","","","0","","0","","","","0","","0",""
"'5ff55fcdd1cab","Ares Capital Corporation","96.59","96.26","0","First Lien Senior Secured","0","-1","94.22","93.9","0","First Lien Senior Secured","0","-1","94.24","93.92","0","First Lien Senior Secured","0","-1"
"'5e58c6400ab53","FS KKR Capital Corp.","100.625","100.39","0","First Lien Senior Secured","0","15","99.84","99.38","0","First Lien Senior Secured","0","15","99.84","99.23","0","First Lien Senior Secured","0","15"
"'6059ad6e7fe94","SL Investment Corp.","102.42","99.94","0","First Lien Senior Secured","0","15","100","97.51","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5ff546e04023a","Oaktree Strategic Income Corp","","","0","","0","","96.28","97.38","0","First Lien Senior Secured","0","-17","96.23","97.33","0","First Lien Senior Secured","0","-17"
"'5f33c91dddc43","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5d511830a4a75","CION Investment Corporation","","","0","","0","","100.82","99.37","0","First Lien Senior Secured","0","7","98.17","96.5","0","First Lien Senior Secured","0","7"
"'5cde37470efbc","Sierra Income Corporation","69.96","35.26","0","Other","1","34","63.15","34.07","0","Other","1","34","48.46","28","0","Other","1","34"
"'606348622fa38","Newtek Business Services Corp.","84.2","84.2","0","First Lien Senior Secured","0","63","84.34","84.34","0","First Lien Senior Secured","0","63","","","0","","0",""
"'5ff563009fbd2","Audax Credit BDC Inc.","99.34","99","0","First Lien Senior Secured","0","-33","99.11","98.75","0","First Lien Senior Secured","0","-33","99.13","98.75","0","First Lien Senior Secured","0","-33"
"'609506a71b635","Trinity Capital Inc","100","98.32","0","First Lien Senior Secured","0","-17","","","0","","0","","","","0","","0",""
"'5f33c716779d6","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5d51502a86d03","Newtek Business Services Corp.","104.42","104.42","0","First Lien Senior Secured","0","43","104.61","104.62","0","First Lien Senior Secured","0","43","102.69","102.69","0","First Lien Senior Secured","0","43"
"'5ffee2f5adcbf","Owl Rock Capital Corporation II","100.28","99.5","0","First Lien Senior Secured","0","10","99.81","99","0","First Lien Senior Secured","0","10","99.08","98.25","0","First Lien Senior Secured","0","10"
"'5f33eb61a532a","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5f33e0d2b8350","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5a0adc2ae262d","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","","","0","","0","","","","0","","0","","96.31","95.4","0","Second Lien Senior Secured","0","-23"
"'598d9b4e381c5","Golub Capital BDC, Inc","86.71","85","0","First Lien Senior Secured","0","-28","81.82","80","0","First Lien Senior Secured","0","-28","76.92","75","0","First Lien Senior Secured","0","-28"
"'5ffee40faeeab","Oxford Square Capital Corp.","","","0","","0","","","","0","","0","","94.18","94","0","First Lien Senior Secured","0","-50"
"'5fffe6942a899","Goldman Sachs Private Middle Market Credit LLC","","","0","","0","","99.475","99.25","0","First Lien Senior Secured","0","-38","99.245","99","0","First Lien Senior Secured","0","-38"
"'5915a8a8affa9","FS KKR Capital Corp. II","91.43","90.78","0","Second Lien Senior Secured","0","-11","82.14","81.56","0","Second Lien Senior Secured","0","-11","77.86","77.3","0","Second Lien Senior Secured","0","-11"
"'5f33ceca6c1a6","Newtek Business Services Corp.","","","0","","0","","","100","0","First Lien Senior Secured","0","-38","","100","0","First Lien Senior Secured","0","-38"
"'591ae00de2d2c","Audax Credit BDC Inc.","96.81","95.53","0","First Lien Senior Secured","0","-10","96.93","95.57","0","First Lien Senior Secured","0","-10","91.91","90.55","0","First Lien Senior Secured","0","-10"
"'5ff693bcb3cad","Golub Capital BDC 3, Inc.","","","0","First Lien Senior Secured","0","-27","","","0","First Lien Senior Secured","0","-27","","","0","First Lien Senior Secured","0","-27"
"'5bee4e835034d","Sierra Income Corporation","","","1","Subordinated","0","-55","","","0","Subordinated","0","-55","","","1","Subordinated","0","-55"
"'5e70cec28ae60","TCW Direct Lending VII LLC","102.32","100.8","0","First Lien Senior Secured","0","-8","100.8","99.2","0","First Lien Senior Secured","0","-8","101.21","99.5","0","First Lien Senior Secured","0","-8"
"'5dcbb00cbf12d","Business Development Corporation of America","","","0","","0","","98.8","98","0","First Lien Senior Secured","0","11","100.85","100","0","First Lien Senior Secured","0","11"
"'5ae9598b21748","FS KKR Capital Corp.","99.08","98.18","0","First Lien Senior Secured","0","-5","95.41","93.69","0","First Lien Senior Secured","0","-5","94.5","92.79","0","First Lien Senior Secured","0","-5"
"'6089871402b32","Ares Capital Corporation","98.89","98.88","0","First Lien Senior Secured","0","16","","","0","","0","","","","0","","0",""
"'5fffd993e0c5c","Blackrock TCP Capital Corp.","99.82","99","0","First Lien Senior Secured","0","-35","98.66","97.7","0","First Lien Senior Secured","0","-35","98.885","97.8","0","First Lien Senior Secured","0","-35"
"'5a04537d18aac","Newtek Business Services Corp.","102.29","102.29","0","First Lien Senior Secured","0","24","98.89","98.89","0","First Lien Senior Secured","0","24","97.38","97.38","0","First Lien Senior Secured","0","24"
"'60373eb94bcd9","SCP Private Credit Income BDC LLC","99.89","97.12","0","First Lien Senior Secured","1","3","100","97.13","0","First Lien Senior Secured","1","3","","","0","","0",""
"'5c90e67cd8e73","Newtek Business Services Corp.","94.055","94.055","0","First Lien Senior Secured","0","45","94.01","94.01","0","First Lien Senior Secured","0","45","91.585","91.585","0","First Lien Senior Secured","0","45"
"'60a360bf3aade","Kayne Anderson BDC, Inc.","100.12","100.12","0","First Lien Senior Secured","0","44","","","0","","0","","","","0","","0",""
"'5ffedd074d3d0","Owl Rock Capital Corporation II","115.9","100","0","First Lien Senior Secured","0","-6","103.79","100","0","First Lien Senior Secured","0","-6","","","0","First Lien Senior Secured","0","-6"
"'6063315b1c651","Newtek Business Services Corp.","84.23","84.23","0","First Lien Senior Secured","0","63","84","84","0","First Lien Senior Secured","0","63","","","0","","0",""
"'609e8568b488e","Newtek Business Services Corp.","98.51","98.51","0","First Lien Senior Secured","0","66","","","0","","0","","","","0","","0",""
"'5d514fd4ae9c2","Newtek Business Services Corp.","105.88","105.88","0","First Lien Senior Secured","0","224","105.85","105.85","0","First Lien Senior Secured","0","224","97.57","97.57","0","First Lien Senior Secured","0","224"
"'592590b6b3aa8","Main Street Capital Corporation","100","100","0","First Lien Senior Secured","0","-35","99.3","99.3","0","First Lien Senior Secured","0","-35","98.876666666667","98.876666666667","0","First Lien Senior Secured","0","-35"
"'6095170367094","PennantPark Floating Rate Capital Ltd.","32.6","32.6","1","First Lien Senior Secured","0","-28","100","100","0","First Lien Senior Secured","0","-28","100","100","0","First Lien Senior Secured","0","-28"
"'5ff40d2015fe3","Gladstone Capital Corporation","","","0","First Lien Senior Secured","0","-3","","","0","First Lien Senior Secured","0","-3","","","0","First Lien Senior Secured","0","-3"
"'5ff418c1a6048","Oaktree Strategic Income Corp","","","0","","0","","","","0","","0","","94.45","92","0","First Lien Senior Secured","0","-43"
"'5e70d6ef1c274","Newtek Business Services Corp.","","82.43","0","First Lien Senior Secured","0","51","","82.67","0","First Lien Senior Secured","0","51","","79.22","0","First Lien Senior Secured","0","51"
"'59159a8342fe8","Newtek Business Services Corp.","116.75","116.75","0","First Lien Senior Secured","0","156","116.81","116.81","0","First Lien Senior Secured","0","156","117.24","117.24","0","First Lien Senior Secured","0","156"
"'5ffc14f51faf7","Apollo Investment Corporation","100.04","99","0","First Lien Senior Secured","0","-32","98.99","98","0","First Lien Senior Secured","0","-32","98.11","97","0","First Lien Senior Secured","0","-32"
"'601bfbd10932a","Oaktree Strategic Income Corp","","","0","","0","","99.77","98","0","First Lien Senior Secured","0","1","","","0","","0",""
"'5be3d4fc6325d","Owl Rock Capital Corporation","99.99","99.25","0","Second Lien Senior Secured","0","11","99.52","98.75","0","Second Lien Senior Secured","0","11","99.04","98.25","0","Second Lien Senior Secured","0","11"
"'5c8b67136a93a","Venture Lending & Leasing VIII, Inc","100","98.7","0","First Lien Senior Secured","0","-46","100","98.28","0","First Lien Senior Secured","0","-46","100","97.86","0","First Lien Senior Secured","0","-46"
"'6007f1bd24d44","AB Private Credit Investors Corporation","81.3","79.84","0","First Lien Senior Secured","0","-32","82.51","80.93","0","First Lien Senior Secured","0","-32","83.19","81.5","0","First Lien Senior Secured","0","-32"
"'5be548e0ebacb","Blackstone Private Credit Fund","99.99","100.12","0","First Lien Senior Secured","0","-13","","","0","","0","","","","0","","0",""
"'5dc3e132e5088","Bain Capital Specialty Finance, Inc","100.86","99.16","0","Second Lien Senior Secured","1","22","101.05","99.25","0","Second Lien Senior Secured","1","22","100.85","99.01","0","Second Lien Senior Secured","1","22"
"'60361f27584c5","Owl Rock Capital Corporation","","","0","First Lien Senior Secured","0","3","","","0","First Lien Senior Secured","0","3","","","0","","0",""
"'5e442e3b88441","Ares Capital Corporation","101.77666666667","100","0","First Lien Senior Secured","0","-14","101.50333333333","100","0","First Lien Senior Secured","0","-14","99.795","100","0","First Lien Senior Secured","0","-14"
"'601d0c43be4b1","Apollo Investment Corporation","100.96","99","0","First Lien Senior Secured","0","15","99.99","97.99","0","First Lien Senior Secured","0","15","","","0","","0",""
"'5b6d286161bc2","Guggenheim Credit Income Fund","86.96","82.32","0","Second Lien Senior Secured","0","10","75.42","71.26","0","Second Lien Senior Secured","0","10","78.13","73.66","0","Second Lien Senior Secured","0","10"
